strategy,ts_iso,ticker,sport,side,entry,contracts,pnl_usd,won,edge_pp,reason
Pure Value,2025-03-07T13:13:37.238Z,KXHIGHDEN-25MAR07-B32.5,Other,no,0.8900,1,-0.8900,0,7.999999999999999,"Pure value: 8.0pp edge, 52% confidence"
Pure Value,2025-03-09T11:37:10.438Z,KXARCTICICEMAX-25APR01-T14.3,Other,no,0.8900,1,-0.8900,0,7.999999999999999,"Pure value: 8.0pp edge, 45% confidence"
Pure Value,2025-03-10T21:23:04.438Z,KXHIGHAUS-25MAR10-B77.5,Other,no,0.8900,1,-0.8900,0,7.139539568345321,"Pure value: 7.1pp edge, 53% confidence"
Pure Value,2025-03-16T02:43:14.573Z,KXWHVISIT-25-DW,Other,no,0.8900,1,-0.8900,0,7.810641782058997,"Pure value: 7.8pp edge, 51% confidence"
Pure Value,2025-03-16T03:04:33.659Z,KXBTCD-25MAR1600-T84249.99,Crypto,no,0.8900,1,-0.8900,0,7.999999999999999,"Pure value: 8.0pp edge, 45% confidence"
Pure Value,2025-03-17T04:46:45.530Z,KXHIGHPHIL-25MAR17-B61.5,Other,no,0.8900,1,-0.8900,0,6.968972793629725,"Pure value: 7.0pp edge, 51% confidence"
Pure Value,2025-03-24T19:26:02.719Z,KXLLM1-25MAR31-GOOG,Other,no,0.8900,1,-0.8900,0,6.585161862527716,"Pure value: 6.6pp edge, 51% confidence"
Pure Value,2025-03-27T17:27:33.682Z,KXGOVTRECOGSYRIA-25-RU,Politics,no,0.8900,1,-0.8900,0,6.818937062937061,"Pure value: 6.8pp edge, 46% confidence"
Pure Value,2025-03-27T18:32:46.701Z,KXEGGS-MAR-0.0,Other,no,0.8900,1,-0.8900,0,6.756242052426102,"Pure value: 6.8pp edge, 44% confidence"
Pure Value,2025-03-30T17:43:20.631Z,KXHIGHAUS-25MAR30-T82,Other,no,0.8900,1,-0.8900,0,7.999999999999999,"Pure value: 8.0pp edge, 52% confidence"
Pure Value,2025-03-03T18:28:42.578Z,KXBTC-25MAR0314-B87125,Crypto,no,0.8800,1,-0.8800,0,7.4762139037433135,"Pure value: 7.5pp edge, 53% confidence"
Pure Value,2025-03-09T20:51:25.738Z,KXHIGHAUS-25MAR09-T64,Other,no,0.8800,1,-0.8800,0,7.0470707070707075,"Pure value: 7.0pp edge, 54% confidence"
Pure Value,2025-03-16T05:10:11.096Z,KXHIGHCHI-25MAR16-B44.5,Other,no,0.8800,1,-0.8800,0,7.815282970550571,"Pure value: 7.8pp edge, 44% confidence"
Pure Value,2025-03-16T05:18:26.018Z,KXHIGHCHI-25MAR16-B44.5,Other,no,0.8800,1,-0.8800,0,6.035286536248561,"Pure value: 6.0pp edge, 51% confidence"
Pure Value,2025-03-28T19:14:11.084Z,KXHIGHDEN-25MAR28-B77.5,Other,no,0.8800,1,-0.8800,0,6.483018392012607,"Pure value: 6.5pp edge, 50% confidence"
Pure Value,2025-03-31T02:19:15.184Z,KXEGGS-MAR-0.0,Other,no,0.8800,1,-0.8800,0,6.912071535022357,"Pure value: 6.9pp edge, 41% confidence"
Pure Value,2025-03-17T04:51:19.812Z,KXHIGHPHIL-25MAR17-B61.5,Other,no,0.8700,1,-0.8700,0,8.818121212121207,"Pure value: 8.8pp edge, 53% confidence"
Pure Value,2025-03-19T18:25:20.247Z,KXAPPRANKFREE-25MAR21-NCA,Other,no,0.8700,1,-0.8700,0,7.212122919334189,"Pure value: 7.2pp edge, 46% confidence"
Pure Value,2025-03-23T12:00:10.693Z,KXHIGHAUS-25MAR23-B87.5,Other,no,0.8700,1,-0.8700,0,6.994565656565658,"Pure value: 7.0pp edge, 54% confidence"
Pure Value,2025-03-01T21:29:59.139Z,KXBTCD-25MAR0117-T85749.99,Crypto,no,0.8600,1,-0.8600,0,10.999999999999998,"Pure value: 11.0pp edge, 55% confidence"
Pure Value,2025-03-01T22:30:48.441Z,KXHIGHLAX-25MAR01-B61.5,Other,yes,0.1300,1,0.8600,1,6.153362614913177,"Pure value: 6.2pp edge, 46% confidence"
Pure Value,2025-03-01T23:36:55.290Z,KXBTCD-25MAR0119-T85999.99,Crypto,yes,0.1300,1,0.8600,1,7.903302640803925,"Pure value: 7.9pp edge, 55% confidence"
Pure Value,2025-03-02T01:33:21.467Z,KXBTCD-25MAR0121-T86249.99,Crypto,yes,0.1300,1,0.8600,1,6.020923545074175,"Pure value: 6.0pp edge, 51% confidence"
Pure Value,2025-03-06T13:00:45.380Z,KXHIGHDEN-25MAR06-B53.5,Other,yes,0.1300,1,0.8600,1,6.308973082783137,"Pure value: 6.3pp edge, 48% confidence"
Pure Value,2025-03-09T10:34:20.949Z,KXPGATOUR-PRO25-KVIL,Other,yes,0.1300,1,0.8600,1,9.250988703604088,"Pure value: 9.3pp edge, 57% confidence"
Pure Value,2025-03-10T14:17:31.584Z,KXBTCD-25MAR1011-T79999.99,Crypto,no,0.1300,1,0.8600,1,11.135784355179702,"Pure value: 11.1pp edge, 55% confidence"
Pure Value,2025-03-10T21:26:07.442Z,KXHIGHAUS-25MAR10-B77.5,Other,no,0.8600,1,-0.8600,0,7.706857142857137,"Pure value: 7.7pp edge, 50% confidence"
Pure Value,2025-03-11T06:29:25.871Z,KXHIGHPHIL-25MAR11-B67.5,Other,no,0.8600,1,-0.8600,0,10.999999999999998,"Pure value: 11.0pp edge, 54% confidence"
Pure Value,2025-03-13T21:38:36.696Z,KXHIGHLAX-25MAR13-B58.5,Other,yes,0.1300,1,0.8600,1,6.950583190394511,"Pure value: 7.0pp edge, 55% confidence"
Pure Value,2025-03-14T20:24:09.332Z,KXHIGHDEN-25MAR14-B54.5,Other,no,0.8600,1,-0.8600,0,10.999999999999998,"Pure value: 11.0pp edge, 55% confidence"
Pure Value,2025-03-16T06:20:43.739Z,KXLUTNICKFTNMENTION-25MAR15-EMUS,Other,no,0.1300,1,0.8600,1,8.768501363043734,"Pure value: 8.8pp edge, 47% confidence"
Pure Value,2025-03-16T16:08:47.362Z,KXBTCD-25MAR1613-T83749.99,Crypto,no,0.1300,1,0.8600,1,7.351105751391474,"Pure value: 7.4pp edge, 42% confidence"
Pure Value,2025-03-16T19:29:07.950Z,KXTSAW-25MAR16-A2.50,Other,no,0.8600,1,-0.8600,0,6.320329482672019,"Pure value: 6.3pp edge, 45% confidence"
